id,name,chemical,description,price,stock_quantity,category,status,image_path
5642,Keppra 500mg Tablets,Levetiracetam,"Product Overview Keppra 500mg Tablets are a prescription medication used to treat seizures in adults and children with epilepsy. This medication helps control seizures by stabilizing electrical activity in the brain. Key Benefits - Effectively controls seizures in patients with epilepsy - Available in convenient tablet form for easy dosing - Can be taken with or without food - Suitable for use in adults and children How It Works Keppra contains the active ingredient Levetiracetam, which works by inhibiting certain pathways in the brain that are involved in the spread of seizures. This helps to reduce the frequency and severity of seizures in patients with epilepsy. Directions for Use - Take Keppra exactly as prescribed by your healthcare provider - Swallow the tablet whole with a full glass of water - Do not crush, chew, or break the tablet - It is important to take this medication regularly to get the most benefit Precautions - Do not suddenly stop taking Keppra without consulting your doctor, as this could lead to increased seizure activity - Inform your doctor if you have any kidney problems, as dosage adjustments may be necessary - Avoid driving or operating machinery until you know how this medication affects you Storage Instructions Store Keppra at room temperature away from moisture and heat. Keep the medication out of reach of children and pets. Do not use this medication after the expiration date printed on the packaging. Manufacturer Information Keppra 500mg Tablets are manufactured by GSK, a leading pharmaceutical company known for producing high-quality medications. GSK is committed to providing innovative and effective treatments for a wide range of medical conditions.
Form: Tablets
Size: Pack of 30 Tablets",3964,100,GSK,in_stock,/static/uploads/medicines/5913.png
5643,Kestine 10mg Tablets 14s,Ebastine,"Form: Tablets
Size: Pack of 14 Tablets",297,100,Highnoon,in_stock,/static/uploads/medicines/5914.jpg
5644,Kestine 20mg Tablets 14s,Ebastine,"Form: Tablets
Size: Pack of 14 Tablets",475,100,Highnoon,in_stock,/static/uploads/medicines/5915.jpg
5645,Kestine 60ml Liquid,Ebastine,"Form: Syrup
Size: Pack of 1 Liquid",232,100,Highnoon,in_stock,/static/uploads/medicines/5916.png
5646,Kestore 10mg Tab 15s,Rosuvastatin Calcium,"Product Overview Kestore 10mg Tab 15s from Scilife is a medication containing Rosuvastatin Calcium, which is commonly used to lower cholesterol levels in the body. This tablet helps in reducing the risk of heart diseases and stroke by decreasing the amount of bad cholesterol in the blood. Key Benefits - Reduces levels of LDL (bad) cholesterol in the blood - Increases levels of HDL (good) cholesterol - Lowers the risk of heart diseases and stroke - Helps in preventing clogged arteries - Improves overall cardiovascular health How It Works Rosuvastatin Calcium works by blocking an enzyme in the liver that is responsible for producing cholesterol. By inhibiting this enzyme, the medication helps in reducing the amount of cholesterol that is released into the bloodstream. As a result, the levels of LDL cholesterol decrease while HDL cholesterol levels increase, leading to improved heart health. Directions for Use 1. Take the tablet orally with or without food as directed by your healthcare provider. 2. Swallow the tablet whole with a glass of water. 3. Do not crush or chew the tablet. 4. Follow the prescribed dosage and schedule for maximum effectiveness. Precautions - Inform your doctor about any allergies or medical conditions before taking this medication. - Avoid consuming alcohol while on this medication as it may increase the risk of liver damage. - Monitor your cholesterol levels regularly to track the effectiveness of the medication. - Pregnant or breastfeeding women should consult their doctor before using this product. Storage Instructions Store Kestore 10mg Tab 15s in a cool, dry place away from direct sunlight and moisture. Keep the medication out of reach of children and pets. Do not store it in the bathroom or kitchen where it may be exposed to heat and humidity. Manufacturer Information Scilife is a reputable pharmaceutical company known for producing high-quality medications that are safe and effective. With a commitment to innovation and excellence, Scilife strives to improve the health and well-being of individuals worldwide through their pharmaceutical products.
Form: Tablets
Size: Pack of 15 Tablets",359,100,Scilife,in_stock,/static/uploads/medicines/5917.jpeg
5647,Kestore 10mg Tablets,Rosuvastatin,"Form: Tablets
Size: Pack of 10 Tablets",179,100,Scilife,in_stock,/static/uploads/medicines/5918.png
5648,Kestore 20mg Tab 15s,Rosuvastatin,"Product Overview Kestore 20mg Tab 15s is a medication used to lower cholesterol levels in the blood. It belongs to a class of drugs known as statins and works by reducing the production of cholesterol in the liver. This helps to decrease the risk of heart disease, stroke, and other cardiovascular complications. Key Benefits - Lowers LDL (bad) cholesterol levels - Increases HDL (good) cholesterol levels - Reduces the risk of heart disease and stroke - Improves overall cardiovascular health - Easy-to-use tablet form for convenient dosing How It Works Rosuvastatin, the active ingredient in Kestore 20mg Tab 15s, works by blocking an enzyme in the liver that is responsible for producing cholesterol. By decreasing the production of cholesterol, this medication helps to lower the levels of LDL cholesterol in the blood and increase the levels of HDL cholesterol, which is beneficial for heart health. Directions for Use - Take one tablet of Kestore 20mg with a glass of water, with or without food. - Follow the dosage instructions provided by your healthcare provider. - Do not crush or chew the tablet, swallow it whole. - It is important to take this medication regularly to get the most benefit. Precautions - Inform your doctor if you have any liver disease or if you are pregnant or breastfeeding. - Avoid consuming grapefruit or grapefruit juice while taking this medication, as it can interact with rosuvastatin. - Monitor your cholesterol levels regularly as advised by your healthcare provider. - Contact your doctor immediately if you experience any unusual or severe side effects. Storage Instructions Store Kestore 20mg Tab 15s at room temperature, away from moisture and heat. Keep it out of reach of children and pets. Do not use the medication if it has expired. Manufacturer Information Kestore 20mg Tab 15s is manufactured by Scilife, a reputable pharmaceutical company known for producing high-quality medications. For any inquiries or concerns about the product, you can contact Scilife directly.
Form: Tablets
Size: Pack of 15 Tablets",599,100,Scilife,in_stock,/static/uploads/medicines/5919.jpeg
5649,Kestore 20mg Tablets,Rosuvastatin,"Form: Tablets
Size: Pack of 10 Tablets",349,100,Scilife,in_stock,/static/uploads/medicines/5920.png
5650,Kestore 5mg Tablets,Rosuvastatin,"Form: Tablets
Size: Pack of 10 Tablets",100,100,Scilife,in_stock,/static/uploads/medicines/5922.jpg
5651,Keto Alfa Tablets,Alpha Keto Analogue,"Form: Tablets
Size: Pack of 100 Tablets",5200,100,Allianze Med,in_stock,/static/uploads/medicines/5923.jpg
5652,Keto Cell Tablets,Alpha Keto Analogue,"Form: Tablets
Size: Pack of 100 Tablets",5000,100,Cell,in_stock,/static/uploads/medicines/5924.jpeg
5653,Ketonaz Lotion 60ml,Ketoconazole,"Product Overview Ketonaz Lotion is a powerful antifungal medication used to treat a variety of fungal infections on the skin. It is formulated with Ketoconazole, a potent antifungal agent that effectively kills the fungi causing the infection. Key Benefits - Treats fungal infections such as ringworm, athlete's foot, and jock itch - Relieves itching, burning, and discomfort associated with fungal infections - Helps to prevent the spread of infection to other areas of the body - Easy-to-use lotion formula for targeted application - Fast-acting relief for quick results How It Works Ketonaz Lotion works by inhibiting the growth of fungi on the skin. Ketoconazole interferes with the production of ergosterol, a crucial component of fungal cell membranes, leading to the death of the fungi. This action helps to eliminate the infection and alleviate symptoms such as itching and redness. Directions for Use 1. Clean and dry the affected area before applying the lotion. 2. Apply a thin layer of Ketonaz Lotion to the affected area and surrounding skin. 3. Gently massage the lotion into the skin until fully absorbed. 4. Use the lotion as directed by your healthcare provider or as indicated on the product label. 5. Wash your hands after applying the lotion to prevent spreading the infection. Precautions - Avoid contact with eyes, mouth, and mucous membranes. In case of accidental contact, rinse thoroughly with water. - Do not apply Ketonaz Lotion to broken or irritated skin. - Consult your healthcare provider before using the lotion if you are pregnant, breastfeeding, or have any underlying medical conditions. - Discontinue use if irritation or rash develops and seek medical advice. Storage Instructions Store Ketonaz Lotion in a cool, dry place away from direct sunlight and heat. Keep the bottle tightly closed when not in use to prevent contamination. Manufacturer Information Sante Pharmaceuticals is the manufacturer of Ketonaz Lotion. With a commitment to quality and innovation, Sante Pharmaceuticals produces a range of effective and safe pharmaceutical products to improve the health and well-being of consumers.
Form: Lotion
Size: Pack of 1",400,100,Sante,in_stock,/static/uploads/medicines/5925.png
5654,Ketopike Sol 60ml,Ketoconazole,"Product Overview Ketopike Sol 60ml by Highnoon is a topical antifungal solution that contains the active ingredient Ketoconazole. It is used to treat various fungal infections on the skin, such as athlete's foot, ringworm, and jock itch. Key Benefits - Effective treatment for fungal infections - Easy-to-use topical solution - Fast-acting formula - Soothes itching and irritation - Helps prevent the spread of infection How It Works Ketoconazole works by inhibiting the growth of fungi on the skin. It disrupts the cell membranes of the fungi, leading to their death and eventual elimination from the skin. This helps relieve symptoms of fungal infections and promotes healing. Directions for Use 1. Clean and dry the affected area before applying the solution. 2. Apply a thin layer of Ketopike Sol to the affected area and surrounding skin. 3. Gently massage the solution into the skin until fully absorbed. 4. Use twice daily for the recommended duration of treatment or as directed by your healthcare provider. 5. Wash your hands thoroughly after applying the solution. Precautions - Avoid contact with eyes, mouth, or mucous membranes. If contact occurs, rinse thoroughly with water. - Do not apply the solution to broken or irritated skin. - Discontinue use if irritation or rash develops and consult a healthcare professional. - Keep out of reach of children. Storage Instructions Store Ketopike Sol in a cool, dry place away from direct sunlight and heat. Keep the bottle tightly closed when not in use to prevent evaporation of the solution. Do not freeze the product. Manufacturer Information Ketopike Sol 60ml is manufactured by Highnoon, a reputable pharmaceutical company known for producing quality skincare products. For more information about the company and its range of products, visit www.highnoon.com.
Form: Solution
Size: Pack of 1",425,100,Highnoon,in_stock,/static/uploads/medicines/5926.png
5655,Ketorite Tablets,Alpha Keto Analogue,"Form: Tablets
Size: Pack of 100 Tablets",6082,100,CCL,in_stock,/static/uploads/medicines/5927.jpeg
5656,Kestore 10mg Tab 15s,Rosuvastatin Calcium,"Product Overview Kestore 10mg Tab 15s from Scilife is a medication containing Rosuvastatin Calcium, which is commonly used to lower cholesterol levels in the body. This tablet helps in reducing the risk of heart diseases and stroke by decreasing the amount of bad cholesterol in the blood. Key Benefits - Reduces levels of LDL (bad) cholesterol in the blood - Increases levels of HDL (good) cholesterol - Lowers the risk of heart diseases and stroke - Helps in preventing clogged arteries - Improves overall cardiovascular health How It Works Rosuvastatin Calcium works by blocking an enzyme in the liver that is responsible for producing cholesterol. By inhibiting this enzyme, the medication helps in reducing the amount of cholesterol that is released into the bloodstream. As a result, the levels of LDL cholesterol decrease while HDL cholesterol levels increase, leading to improved heart health. Directions for Use 1. Take the tablet orally with or without food as directed by your healthcare provider. 2. Swallow the tablet whole with a glass of water. 3. Do not crush or chew the tablet. 4. Follow the prescribed dosage and schedule for maximum effectiveness. Precautions - Inform your doctor about any allergies or medical conditions before taking this medication. - Avoid consuming alcohol while on this medication as it may increase the risk of liver damage. - Monitor your cholesterol levels regularly to track the effectiveness of the medication. - Pregnant or breastfeeding women should consult their doctor before using this product. Storage Instructions Store Kestore 10mg Tab 15s in a cool, dry place away from direct sunlight and moisture. Keep the medication out of reach of children and pets. Do not store it in the bathroom or kitchen where it may be exposed to heat and humidity. Manufacturer Information Scilife is a reputable pharmaceutical company known for producing high-quality medications that are safe and effective. With a commitment to innovation and excellence, Scilife strives to improve the health and well-being of individuals worldwide through their pharmaceutical products.
Form: Tablets
Size: Pack of 15 Tablets",359,100,Scilife,in_stock,/static/uploads/medicines/5929.jpeg
5657,Kestore 10mg Tablets,Rosuvastatin,"Form: Tablets
Size: Pack of 10 Tablets",179,100,Scilife,in_stock,/static/uploads/medicines/5930.png
5658,Kestore 20mg Tab 15s,Rosuvastatin,"Product Overview Kestore 20mg Tab 15s is a medication used to lower cholesterol levels in the blood. It belongs to a class of drugs known as statins and works by reducing the production of cholesterol in the liver. This helps to decrease the risk of heart disease, stroke, and other cardiovascular complications. Key Benefits - Lowers LDL (bad) cholesterol levels - Increases HDL (good) cholesterol levels - Reduces the risk of heart disease and stroke - Improves overall cardiovascular health - Easy-to-use tablet form for convenient dosing How It Works Rosuvastatin, the active ingredient in Kestore 20mg Tab 15s, works by blocking an enzyme in the liver that is responsible for producing cholesterol. By decreasing the production of cholesterol, this medication helps to lower the levels of LDL cholesterol in the blood and increase the levels of HDL cholesterol, which is beneficial for heart health. Directions for Use - Take one tablet of Kestore 20mg with a glass of water, with or without food. - Follow the dosage instructions provided by your healthcare provider. - Do not crush or chew the tablet, swallow it whole. - It is important to take this medication regularly to get the most benefit. Precautions - Inform your doctor if you have any liver disease or if you are pregnant or breastfeeding. - Avoid consuming grapefruit or grapefruit juice while taking this medication, as it can interact with rosuvastatin. - Monitor your cholesterol levels regularly as advised by your healthcare provider. - Contact your doctor immediately if you experience any unusual or severe side effects. Storage Instructions Store Kestore 20mg Tab 15s at room temperature, away from moisture and heat. Keep it out of reach of children and pets. Do not use the medication if it has expired. Manufacturer Information Kestore 20mg Tab 15s is manufactured by Scilife, a reputable pharmaceutical company known for producing high-quality medications. For any inquiries or concerns about the product, you can contact Scilife directly.
Form: Tablets
Size: Pack of 15 Tablets",599,100,Scilife,in_stock,/static/uploads/medicines/5931.jpeg
5659,Kestore 20mg Tablets,Rosuvastatin,"Form: Tablets
Size: Pack of 10 Tablets",349,100,Scilife,in_stock,/static/uploads/medicines/5932.png
5660,Kestore 5mg Tab 15s,Rosuvastatin,"Product Overview Kestore 5mg Tab 15s by Scilife is a medication containing the active ingredient Rosuvastatin. It is commonly used to lower cholesterol levels in the blood, which helps to reduce the risk of heart disease and stroke. Key Benefits - Lowers cholesterol levels - Reduces the risk of heart disease and stroke - Helps maintain a healthy cardiovascular system - Easy-to-use tablet form - Convenient packaging for on-the-go use How It Works Rosuvastatin works by blocking the enzyme in the liver that is responsible for producing cholesterol. By lowering the amount of cholesterol produced, it helps to decrease the levels of bad cholesterol (LDL) and increase levels of good cholesterol (HDL) in the blood. Directions for Use 1. Take Kestore 5mg Tab 15s as directed by your healthcare provider. 2. Swallow the tablet whole with a glass of water. 3. It can be taken with or without food. 4. Do not crush, chew, or break the tablet. Precautions - Inform your doctor about any other medications you are currently taking. - Follow a healthy diet and exercise regimen while using this medication. - Report any unusual symptoms or side effects to your healthcare provider immediately. - Avoid consuming alcohol while taking Kestore 5mg Tab 15s. Storage Instructions Store Kestore 5mg Tab 15s in a cool, dry place away from direct sunlight and moisture. Keep it out of reach of children and pets. Do not use the medication if it has expired. Manufacturer Information Kestore 5mg Tab 15s is manufactured by Scilife, a trusted pharmaceutical company known for producing high-quality medications. For more information about the company, visit their official website. Enhance your cardiovascular health and reduce the risk of heart disease with Kestore 5mg Tab 15s. Trust in the expertise of Scilife to provide you with a reliable and effective solution for managing cholesterol levels.
Form: Tablets
Size: Pack of 15 Tablets",150,100,Scilife,in_stock,/static/uploads/medicines/5933.jpeg
5661,Kestore 5mg Tablets,Rosuvastatin,"Form: Tablets
Size: Pack of 10 Tablets",100,100,Scilife,in_stock,/static/uploads/medicines/5934.jpg
5662,Keto Alfa Tablets,Alpha Keto Analogue,"Form: Tablets
Size: Pack of 100 Tablets",5200,100,Allianze Med,in_stock,/static/uploads/medicines/5935.jpg
5663,Keto Cell Tablets,Alpha Keto Analogue,"Form: Tablets
Size: Pack of 100 Tablets",5000,100,Cell,in_stock,/static/uploads/medicines/5936.jpeg
5664,Ketonaz Lotion 60ml,Ketoconazole,"Product Overview Ketonaz Lotion is a powerful antifungal medication used to treat a variety of fungal infections on the skin. It is formulated with Ketoconazole, a potent antifungal agent that effectively kills the fungi causing the infection. Key Benefits - Treats fungal infections such as ringworm, athlete's foot, and jock itch - Relieves itching, burning, and discomfort associated with fungal infections - Helps to prevent the spread of infection to other areas of the body - Easy-to-use lotion formula for targeted application - Fast-acting relief for quick results How It Works Ketonaz Lotion works by inhibiting the growth of fungi on the skin. Ketoconazole interferes with the production of ergosterol, a crucial component of fungal cell membranes, leading to the death of the fungi. This action helps to eliminate the infection and alleviate symptoms such as itching and redness. Directions for Use 1. Clean and dry the affected area before applying the lotion. 2. Apply a thin layer of Ketonaz Lotion to the affected area and surrounding skin. 3. Gently massage the lotion into the skin until fully absorbed. 4. Use the lotion as directed by your healthcare provider or as indicated on the product label. 5. Wash your hands after applying the lotion to prevent spreading the infection. Precautions - Avoid contact with eyes, mouth, and mucous membranes. In case of accidental contact, rinse thoroughly with water. - Do not apply Ketonaz Lotion to broken or irritated skin. - Consult your healthcare provider before using the lotion if you are pregnant, breastfeeding, or have any underlying medical conditions. - Discontinue use if irritation or rash develops and seek medical advice. Storage Instructions Store Ketonaz Lotion in a cool, dry place away from direct sunlight and heat. Keep the bottle tightly closed when not in use to prevent contamination. Manufacturer Information Sante Pharmaceuticals is the manufacturer of Ketonaz Lotion. With a commitment to quality and innovation, Sante Pharmaceuticals produces a range of effective and safe pharmaceutical products to improve the health and well-being of consumers.
Form: Lotion
Size: Pack of 1",400,100,Sante,in_stock,/static/uploads/medicines/5937.png
5665,Ketopike Sol 60ml,Ketoconazole,"Product Overview Ketopike Sol 60ml by Highnoon is a topical antifungal solution that contains the active ingredient Ketoconazole. It is used to treat various fungal infections on the skin, such as athlete's foot, ringworm, and jock itch. Key Benefits - Effective treatment for fungal infections - Easy-to-use topical solution - Fast-acting formula - Soothes itching and irritation - Helps prevent the spread of infection How It Works Ketoconazole works by inhibiting the growth of fungi on the skin. It disrupts the cell membranes of the fungi, leading to their death and eventual elimination from the skin. This helps relieve symptoms of fungal infections and promotes healing. Directions for Use 1. Clean and dry the affected area before applying the solution. 2. Apply a thin layer of Ketopike Sol to the affected area and surrounding skin. 3. Gently massage the solution into the skin until fully absorbed. 4. Use twice daily for the recommended duration of treatment or as directed by your healthcare provider. 5. Wash your hands thoroughly after applying the solution. Precautions - Avoid contact with eyes, mouth, or mucous membranes. If contact occurs, rinse thoroughly with water. - Do not apply the solution to broken or irritated skin. - Discontinue use if irritation or rash develops and consult a healthcare professional. - Keep out of reach of children. Storage Instructions Store Ketopike Sol in a cool, dry place away from direct sunlight and heat. Keep the bottle tightly closed when not in use to prevent evaporation of the solution. Do not freeze the product. Manufacturer Information Ketopike Sol 60ml is manufactured by Highnoon, a reputable pharmaceutical company known for producing quality skincare products. For more information about the company and its range of products, visit www.highnoon.com.
Form: Solution
Size: Pack of 1",425,100,Highnoon,in_stock,/static/uploads/medicines/5938.png
5666,Ketorite Tablets,Alpha Keto Analogue,"Form: Tablets
Size: Pack of 100 Tablets",6082,100,CCL,in_stock,/static/uploads/medicines/5939.jpeg
5667,Ketoroget Inj 30mg Imiv,Ketorolac Tromethamine,"Product Overview Ketoroget Inj 30mg Imiv by Getz is a powerful injectable medication containing Ketorolac Tromethamine, a potent nonsteroidal anti-inflammatory drug (NSAID). This medication is commonly used for the management of moderate to severe pain, such as postoperative pain, musculoskeletal pain, and pain associated with various medical conditions. Key Benefits - Fast-acting pain relief - Anti-inflammatory properties - Suitable for a wide range of painful conditions - Can be administered via intramuscular route for quick absorption How It Works Ketorolac Tromethamine works by inhibiting the production of prostaglandins, which are chemicals in the body that cause pain and inflammation. By blocking the action of these chemicals, Ketoroget Inj 30mg Imiv helps to reduce pain and swelling, providing relief to the patient. Directions for Use 1. Ensure proper aseptic technique before administering the injection. 2. Inject the medication deeply into a large muscle mass, such as the buttocks or thigh. 3. Use the appropriate needle size and gauge as recommended by a healthcare professional. 4. Do not exceed the recommended dose or frequency of administration. Precautions - Do not use Ketoroget Inj 30mg Imiv if you are allergic to Ketorolac Tromethamine or other NSAIDs. - Inform your healthcare provider about any existing medical conditions or medications you are taking. - Monitor for signs of gastrointestinal bleeding, kidney dysfunction, or allergic reactions while using this medication. Storage Instructions Store Ketoroget Inj 30mg Imiv at room temperature away from moisture and heat. Keep it out of reach of children and pets. Do not freeze the medication. Manufacturer Information Ketoroget Inj 30mg Imiv is manufactured by Getz Pharmaceuticals, a reputable pharmaceutical company known for producing high-quality medications that meet stringent safety and efficacy standards. Trust Getz for your pain management needs.
Form: Injection
Size: Pack of 5 Injection",775,100,Getz,in_stock,/static/uploads/medicines/5940.png
5668,Ketot 5ml Drops,Ketotifen,"Form: Eye Drop
Size: Pack of 1 Eye Drop",375,100,Schazoo,in_stock,/static/uploads/medicines/5941.png
5669,Ketowin Lotion 60ml,Ketoconazole,"Product Overview Ketowin Lotion is a powerful antifungal medication used to treat a variety of fungal infections on the skin. It contains Ketoconazole as its active ingredient, which works by stopping the growth of fungus. This lotion is specifically formulated to provide relief from conditions such as athlete's foot, ringworm, and jock itch. Key Benefits - Effectively treats fungal infections on the skin - Provides relief from itching, burning, and irritation - Easy-to-use lotion formula for targeted application - Fast-acting formula for quick results - Helps prevent the spread of fungal infections How It Works Ketowin Lotion works by disrupting the cell membranes of the fungi, leading to their death and preventing further growth. The Ketoconazole in the lotion targets the fungi responsible for the infection, providing relief from symptoms and promoting healing of the skin. Directions for Use 1. Clean and dry the affected area before applying the lotion. 2. Apply a thin layer of Ketowin Lotion to the affected skin and surrounding area. 3. Gently massage the lotion into the skin until fully absorbed. 4. Wash your hands thoroughly after applying the lotion. 5. Use the lotion as directed by your healthcare provider or as indicated on the packaging. Precautions - Avoid contact with eyes, nose, mouth, or other mucous membranes. - Do not apply the lotion to broken or irritated skin. - Discontinue use if irritation or rash develops and consult a healthcare professional. - Keep out of reach of children. - Consult a doctor before using Ketowin Lotion if pregnant or breastfeeding. Storage Instructions Store Ketowin Lotion at room temperature, away from direct sunlight and moisture. Keep the bottle tightly closed when not in use to prevent contamination. Manufacturer Information Ketowin Lotion is manufactured by Shaigan Pharmaceuticals, a trusted name in the pharmaceutical industry known for its high-quality products and commitment to customer satisfaction.
Form: Lotion
Size: Pack of 1",462,100,Shaigan,in_stock,/static/uploads/medicines/5942.png
5670,Ketress 40mg Tablets,Levamisole,"Form: Tablets
Size: Pack of 30 Tablets",473,100,ICI Pakistan,in_stock,/static/uploads/medicines/5943.png
5671,Ketress Syp,Levamisole,"Form: Syrup
Size: Pack of 1 Syrup",119,100,ICI Pakistan,in_stock,/static/uploads/medicines/5944.jpg
5672,Kilair 4mg Sachets 14s,Montelukast,"Product Overview Kilair 4mg Sachets 14s are a medication designed to help manage asthma symptoms in both adults and children. Each sachet contains Montelukast Sodium, an active ingredient that works by blocking substances in the body that cause inflammation and constriction of the airways. Key Benefits - Effectively controls asthma symptoms such as wheezing, coughing, and shortness of breath - Helps prevent asthma attacks and improves lung function - Easy-to-use sachet form for convenient dosing - Suitable for both adults and children How It Works Montelukast Sodium works by blocking leukotrienes, which are chemicals in the body that can trigger asthma symptoms. By blocking these substances, Kilair helps to reduce inflammation in the airways and prevent them from narrowing, making it easier to breathe. Directions for Use - Empty the contents of one sachet into a glass of water and stir well. - Take the medication once daily, preferably in the evening. - It is important to take Kilair regularly to get the most benefit from it. - Follow the dosage instructions provided by your healthcare provider. Precautions - Do not exceed the recommended dosage of Kilair. - Inform your healthcare provider if you are pregnant, breastfeeding, or have any underlying medical conditions before starting this medication. - Keep this medication out of reach of children. - If you experience any severe side effects, stop taking Kilair and seek medical attention immediately. Storage Instructions Store Kilair 4mg Sachets 14s in a cool, dry place away from direct sunlight and moisture. Keep the medication in its original packaging to protect it from light and moisture. Do not store Kilair in the bathroom or near the kitchen sink. Manufacturer Information Kilair 4mg Sachets 14s are manufactured by Crystolite Pharmaceuticals, a reputable pharmaceutical company known for producing high-quality medications for various medical conditions. Rest assured that you are using a trusted product backed by a reliable manufacturer.
Form: Sachet
Size: Pack of 14 Sachet",395,100,Crystolite,in_stock,/static/uploads/medicines/5946.jpeg
5673,Kinra 250mg Tablets,Azithromycin,"Form: Tablets
Size: Pack of 6 Tablets",234,100,Tabros,in_stock,/static/uploads/medicines/5948.jpg
5674,Kinz 20mg Inj,Nalbuphine,"Product Overview Kinz 20mg Inj by Sami is a powerful injectable medication containing the active ingredient Nalbuphine. This medication is commonly used for the management of moderate to severe pain in various medical settings. Key Benefits - Effective pain relief - Fast-acting injection - Suitable for a wide range of pain intensities - Can be administered by healthcare professionals - Provides relief for patients undergoing surgery or medical procedures How It Works Nalbuphine works by binding to specific receptors in the brain and spinal cord, blocking pain signals and reducing the perception of pain. This medication produces analgesic effects similar to morphine but with less potential for respiratory depression and addiction. Directions for Use 1. This medication is for injection use only and should be administered by healthcare professionals. 2. The dosage and frequency of injections will be determined by the prescribing physician based on the patient's condition and pain level. 3. The injection is typically administered intravenously or intramuscularly. 4. Follow all instructions provided by the healthcare provider for the safe and effective use of this medication. Precautions - Inform your healthcare provider of any allergies or medical conditions before using Kinz 20mg Inj. - Do not exceed the recommended dosage to avoid potential side effects. - This medication may cause drowsiness or dizziness, so avoid driving or operating heavy machinery while under its influence. - Keep out of reach of children and pets. Storage Instructions Store Kinz 20mg Inj at room temperature away from moisture and heat. Keep it in its original packaging and out of reach of children. Manufacturer Information Kinz 20mg Inj is manufactured by Sami Pharmaceuticals, a reputable company known for producing high-quality pharmaceutical products. Trust in the brand's commitment to safety, efficacy, and patient well-being.
Form: Injection
Size: Pack of 5 Injection",975,100,Sami,in_stock,/static/uploads/medicines/5950.png
5675,Klaribact 125mg 60ml Syp,Clarithromycin,"Form: Syrup
Size: Pack of 1 Syrup",427,100,Martin Dow,in_stock,/static/uploads/medicines/5951.png
5676,Klaribact 250mg Tablets 10s,Clarithromycin,"Form: Tablets
Size: Pack of 10 Tablets",470,100,Martin Dow,in_stock,/static/uploads/medicines/5952.jpg
5677,Ketot 5ml Drops,Ketotifen,"Form: Eye Drop
Size: Pack of 1 Eye Drop",375,100,Schazoo,in_stock,/static/uploads/medicines/5953.png
5678,Ketowin Lotion 60ml,Ketoconazole,"Product Overview Ketowin Lotion is a powerful antifungal medication used to treat a variety of fungal infections on the skin. It contains Ketoconazole as its active ingredient, which works by stopping the growth of fungus. This lotion is specifically formulated to provide relief from conditions such as athlete's foot, ringworm, and jock itch. Key Benefits - Effectively treats fungal infections on the skin - Provides relief from itching, burning, and irritation - Easy-to-use lotion formula for targeted application - Fast-acting formula for quick results - Helps prevent the spread of fungal infections How It Works Ketowin Lotion works by disrupting the cell membranes of the fungi, leading to their death and preventing further growth. The Ketoconazole in the lotion targets the fungi responsible for the infection, providing relief from symptoms and promoting healing of the skin. Directions for Use 1. Clean and dry the affected area before applying the lotion. 2. Apply a thin layer of Ketowin Lotion to the affected skin and surrounding area. 3. Gently massage the lotion into the skin until fully absorbed. 4. Wash your hands thoroughly after applying the lotion. 5. Use the lotion as directed by your healthcare provider or as indicated on the packaging. Precautions - Avoid contact with eyes, nose, mouth, or other mucous membranes. - Do not apply the lotion to broken or irritated skin. - Discontinue use if irritation or rash develops and consult a healthcare professional. - Keep out of reach of children. - Consult a doctor before using Ketowin Lotion if pregnant or breastfeeding. Storage Instructions Store Ketowin Lotion at room temperature, away from direct sunlight and moisture. Keep the bottle tightly closed when not in use to prevent contamination. Manufacturer Information Ketowin Lotion is manufactured by Shaigan Pharmaceuticals, a trusted name in the pharmaceutical industry known for its high-quality products and commitment to customer satisfaction.
Form: Lotion
Size: Pack of 1",462,100,Shaigan,in_stock,/static/uploads/medicines/5954.png
5679,Ketress 40mg Tablets,Levamisole,"Form: Tablets
Size: Pack of 30 Tablets",473,100,ICI Pakistan,in_stock,/static/uploads/medicines/5955.png
5680,Ketress Syp,Levamisole,"Form: Syrup
Size: Pack of 1 Syrup",119,100,ICI Pakistan,in_stock,/static/uploads/medicines/5956.jpg
